,class,text,0,1,2,3,4,5,6,7
11,0,"['gardaí', 'uncover', 'shebeen', 'breach', 'gastropubs']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.45497322273876983,0.39997200055998877
12,0,"['eleventhhour', 'brexit', 'talk', 'extremely', 'difficult']",0.16666666666666663,0.0,0.0,0.0,0.0,0.5,0.7456513445152537,0.0
13,0,"['france', 'charge', 'epstein', 'exassociate', 'sex', 'crime']",0.33333333333333326,0.0,0.0,0.0,0.0,0.4285714285714286,0.45497322273876983,0.20005599888002237
14,0,"['americans', 'roll', 'sleeve', 'vaccine', 'rollout']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.41711766451412347,0.5249895002099958
15,0,"['appeal', 'save', 'conjoin', 'twin', 'yemen']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2857142857142857,0.2531051731690429,0.39997200055998877
16,0,"['brexit', 'talk', 'lastminute', 'agony', 'fish', 'state', 'aid']",0.5,0.0,0.0,0.0,0.0,0.3571428571428571,0.2934759569868163,0.3110737785244295
17,0,"['adventurer', 'tim', 'severin', 'die', 'age', '80']",0.25,0.0,0.0,0.0,0.0,0.3571428571428571,0.2934759569868163,0.0
18,0,"['700', 'bank', 'ireland', 'nonbranch', 'atms', 'sell', 'euronet']",0.5,0.0,0.0,1.0,0.0,0.2857142857142857,0.24637906427955747,0.3110737785244295
19,0,"['broken', 'year', 'covid', 'fracture', 'life']",0.5833333333333333,0.0,0.0,0.0,0.0,0.2857142857142857,0.20869307182523433,0.6999860002799944
20,0,"['former', 'state', 'pathologist', 'prof', 'john', 'harbison', 'dy']",0.33333333333333326,0.0,0.0,0.0,0.0,0.4285714285714286,0.4347807655894531,0.0
21,0,"['us', 'authorises', 'moderna', 'second', 'covid19', 'vaccine']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.4145883084401363,0.20005599888002237
22,0,"['us', 'space', 'force', 'member', 'guardians', 'galaxy']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.24637906427955747,0.46661066778664423
23,0,"['south', 'africa', 'report', 'severe', 'new', 'variant', 'covid19']",0.41666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.3464652602128051,0.1749965000699986
24,0,"['us', 'bill', 'kick', 'chinese', 'company', 'stock', 'exchange']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.3091749212225693,0.3110737785244295
25,0,"['us', 'car', 'park', 'transform', 'covid19', 'care', 'unit']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.2581497548361571,0.1749965000699986
26,0,"['parcel', 'motel', 'suspend', 'uk', 'virtual', 'address', 'service']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.47515154940722637,0.0
27,0,"['plane', 'fly', 'like', 'torpedo', 'offaly', 'inquest', 'hears']",0.41666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.3111390580621459,0.1749965000699986
28,0,"['cocos', 'law', 'online', 'harassment', 'bill', 'pass', 'seanad']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.39440998177167974,0.0
29,0,"['motorist', 'arrest', 'twice', 'sixhour', 'period']",0.25,0.0,0.0,0.0,0.0,0.2142857142857143,0.4818776582967119,0.2333753324933501
30,0,"['dublin', 'fan', 'look', 'sixth', 'ireland', 'row']",0.5833333333333333,0.0,0.0,0.0,0.0,0.1428571428571429,0.12391018666365217,0.5599888002239956
31,0,"['ticket', 'selling', 'firm', '318000', 'fraud', 'claim', 'court']",0.41666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.3111390580621459,0.1749965000699986
32,0,"['manchester', 'police', 'chief', 'resigns', 'unrecorded', 'crime']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.555893117042773,0.20005599888002237
33,0,"['government', 'pull', 'shutter', 'new', 'years', 'eve']",0.5833333333333333,0.0,0.0,0.0,0.0,0.3571428571428571,0.22282355268549792,0.5599888002239956
34,0,"['concern', 'rise', 'deportation', 'uk', 'ahead', 'brexit']",0.5833333333333333,0.0,0.0,0.0,0.0,0.5,0.2369540335457615,0.5599888002239956
35,0,"['ireland', 'join', 'eu', 'police', 'database', '1', 'january']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.23068010004380457,0.3110737785244295
36,0,"['public', 'transport', 'busy', 'travel', 'restriction', 'lift']",0.33333333333333326,0.0,0.0,0.0,0.0,0.5,0.4953440065565432,0.20005599888002237
37,0,"['europol', 'assist', 'crack', 'pistachio', 'crime', 'gang']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2857142857142857,0.4347807655894531,0.20005599888002237
38,0,"['143', 'fatality', 'irish', 'roads', 'last', 'year']",0.5,0.0,0.0,1.0,0.0,0.3571428571428571,0.16787011261993257,0.46661066778664423
39,0,"['queues', 'form', 'early', 'capuchin', 'food', 'voucher']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2142857142857143,0.3540391979539065,0.20005599888002237
40,0,"['swiss', 'parliament', 'approves', 'samesex', 'marriage', 'bill']",0.25,0.0,0.0,0.0,0.0,0.3571428571428571,0.5760855741920898,0.0
41,0,"['wwii', 'bomb', 'caught', 'trawler', 'blow', 'iceland']",0.5,0.0,0.0,0.0,0.0,0.1428571428571429,0.21496700532719126,0.46661066778664423
42,0,"['cyber', 'attack', 'us', 'government', 'pose', 'grave', 'risk']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.27581285591148674,0.1749965000699986
43,0,"['stormont', 'host', 'virtual', 'north', 'south', 'conference']",0.25,0.0,0.0,0.0,0.0,0.3571428571428571,0.5289886814848309,0.0
44,0,"['star', 'wars', 'actor', 'jeremy', 'bulloch', 'die', 'age', '75']",0.41666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.22282355268549792,0.0
45,0,"['almost', '350', 'schoolboy', 'kidnap', 'nigeria', 'rescue']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.41711766451412347,0.3499930001399972
46,0,"['new', 'plaque', 'unveil', 'thin', 'lizzy', 'star', 'phil', 'lynott']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.2620780285153105,0.15553688926221476
47,0,"['podcast', 'ep', '69', 'access', 'vaccines']",0.25,0.0,0.0,0.0,0.0,0.2142857142857143,0.22282355268549792,0.2333753324933501
48,0,"['christmas', 'party', 'funeral', 'link', 'covid', 'outbreak']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2857142857142857,0.5155223332249996,0.20005599888002237
49,0,"['west', 'cork', 'farmer', 'elect', 'new', 'icsa', 'president']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.27581285591148674,0.1749965000699986
50,0,"['cork', 'dublin', 'prepare', 'allireland', 'football', 'final']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3994545634387938,0.3499930001399972
51,0,"['failure', 'save', 'life', 'pandemic', 'swedens', 'king']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.3464652602128051,0.3499930001399972
52,0,"['two', 'month', 'prison', 'man', 'face', 'mask', 'offence']",0.5833333333333333,0.0,0.0,0.0,0.0,0.1428571428571429,0.18043211010470694,0.4199916001679966
53,0,"['putin', 'reject', 'report', 'russia', 'poison', 'navalny']",0.25,0.0,0.0,0.0,0.0,0.2142857142857143,0.5289886814848309,0.0
54,0,"['schools', 'close', 'early', 'christmas', 'minister']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.36412836128813464,0.5249895002099958
55,0,"['140000', 'cocaine', 'seizure', 'kildare', 'two', 'men', 'arrest']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.3464652602128051,0.1749965000699986
56,0,"['meath', 'gardaí', 'thrill', 'christmas', 'card', 'appeal', 'response']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.4347807655894531,0.1749965000699986
57,0,"['concerns', 'raise', '14m', 'spend', 'unused', 'ventilator']",0.41666666666666663,0.0,0.0,0.0,0.0,0.4285714285714286,0.3817914623634643,0.3499930001399972
58,0,"['man', 'extradite', 'us', 'dangerous', 'drive', 'charge']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3817914623634643,0.3499930001399972
59,0,"['proposals', 'outline', 'make', 'hate', 'speech', 'crime']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.27581285591148674,0.3499930001399972
60,0,"['fishing', 'industry', 'warns', 'nodeal', 'brexit', 'consequence']",0.33333333333333326,0.0,0.0,0.0,0.0,0.5,0.5155223332249996,0.20005599888002237
61,0,"['covid19', 'vaccination', 'begin', '27', 'december', 'eu']",0.5,0.0,0.0,0.0,0.0,0.5,0.24637906427955747,0.46661066778664423
62,0,"['podcast', 'georgia', 'minds']",0.16666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.2652149952662889,0.5599888002239956
63,0,"['trump', 'administration', 'try', 'mini', 'usuk', 'trade', 'deal']",0.41666666666666663,0.0,0.0,0.0,0.0,0.6428571428571429,0.3817914623634643,0.1749965000699986
64,0,"['11000', 'positive', 'test', 'wales', 'miss', 'figure']",0.41666666666666663,0.0,0.0,1.0,0.0,0.2142857142857143,0.3464652602128051,0.3499930001399972
65,0,"['maradonas', 'body', 'must', 'conserve', 'dna', 'court', 'rule']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.27777699275106327,0.3110737785244295
66,0,"['sydney', 'take', 'action', 'control', 'covid19', 'outbreak']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2142857142857143,0.4145883084401363,0.20005599888002237
67,0,"['melbourne', 'tower', 'lockdown', 'violate', 'human', 'right']",0.25,0.0,0.0,0.0,0.0,0.2857142857142857,0.5760855741920898,0.0
68,0,"['mayo', 'gift', 'card', 'initiative', 'delivers', '170k', 'business']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.41711766451412347,0.1749965000699986
69,0,"['34', 'economic', 'growth', 'despite', 'record', 'unemployment', 'esri']",0.41666666666666663,0.0,0.0,1.0,0.0,0.5,0.4953440065565432,0.0
70,0,"['appeal', 'driver', 'leave', 'scene', 'fatal', 'galway', 'crash']",0.5833333333333333,0.0,0.0,0.0,0.0,0.07142857142857145,0.22282355268549792,0.4199916001679966
71,0,"['pupils', 'staff', 'co', 'kerry', 'school', 'covid', 'test']",0.6666666666666666,0.0,0.0,0.0,0.0,0.07142857142857145,0.15217114838417956,0.5090298194036119
72,0,"['us', 'state', 'accuse', 'google', 'anticompetitive', 'practice']",0.33333333333333326,0.0,0.0,0.0,0.0,0.7142857142857143,0.5155223332249996,0.20005599888002237
73,0,"['man', '70', 'dy', 'follow', 'road', 'crash', 'co', 'cork']",0.6666666666666666,0.0,0.0,0.0,0.0,0.2857142857142857,0.11363732707824048,0.3817723645527089
74,0,"['watch', 'dart', 'driver', 'greet', 'platform', 'proposal']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2142857142857143,0.39440998177167974,0.20005599888002237
75,0,"['court', 'appeal', 'hospital', 'care', 'brain', 'injured', 'boy']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.27777699275106327,0.3110737785244295
76,0,"['true', 'identity', 'streedagh', 'beach', 'butter', 'boat', 'reveal']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.3994545634387938,0.1749965000699986
77,0,"['tom', 'cruise', 'shout', 'film', 'crew', 'break', 'covid', 'rule']",0.5833333333333333,0.0,0.0,0.0,0.0,0.2142857142857143,0.2369540335457615,0.2799944001119978
78,0,"['tg4', 'call', 'overhaul', 'broadcast', 'funding', 'model']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5,0.3817914623634643,0.3499930001399972
79,0,"['dog', 'rescue', 'alligator', 'becomes', 'sheriffs', 'deputy']",0.33333333333333326,0.0,0.0,0.0,1.0,0.2857142857142857,0.47515154940722637,0.20005599888002237
80,0,"['man', 'sentence', '30', 'year', 'charlie', 'hebdo', 'killing']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.2934759569868163,0.3110737785244295
81,0,"['doubt', 'intervention', 'need', 'covid19', 'ni']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5,0.2934759569868163,0.5249895002099958
82,0,"['damages', 'award', 'hyde', 'park', 'bombing']",0.41666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.23068010004380457,0.622147557048859
83,0,"['us', 'presidentelect', 'joe', 'bidens', 'cabinet']",0.41666666666666663,1.0,0.0,0.0,1.0,0.6428571428571429,0.27581285591148674,0.5249895002099958
84,0,"['facebook', 'doesnt', 'want', 'data', 'transfer', 'inquiry', 'court', 'tell']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.3994545634387938,0.0
85,0,"['dáil', 'record', 'correct', 'reflect', 'judicial', 'decision']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2857142857142857,0.47515154940722637,0.20005599888002237
86,0,"['state', 'bail', 'bank', 'taoiseach', 'tell', 'dáil']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.23068010004380457,0.46661066778664423
87,0,"['green', 'leadership', 'attempt', 'allay', 'concern', 'ceta']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3994545634387938,0.3499930001399972
88,0,"['adult', 'caution', 'minor', 'cannabis', 'possession', 'offence']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.5357147903743165,0.20005599888002237
89,0,"['man', 'charge', '26', 'count', 'sexual', 'indecent', 'assault']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.2934759569868163,0.3110737785244295
90,0,"['air', 'pollution', 'cause', 'nineyearolds', 'death', 'uk']",0.5,0.0,0.0,0.0,0.0,0.5,0.23068010004380457,0.46661066778664423
91,0,"['irish', 'red', 'cross', 'honour', 'plane', 'crash', 'victim', 'mick', 'ryan']",0.5,0.0,0.0,0.0,0.0,0.1428571428571429,0.27777699275106327,0.0
92,0,"['public', 'health', 'expert', 'warns', 'travel', 'christmas']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.4347807655894531,0.3499930001399972
93,0,"['mcaleese', 'join', 'call', 'ban', 'lgbt', 'conversion', 'therapy']",0.5,0.0,0.0,0.0,0.0,0.3571428571428571,0.3091749212225693,0.3110737785244295
94,0,"['two', 'gardaí', 'injure', 'separate', 'assault', 'dundalk']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.3464652602128051,0.3499930001399972
95,0,"['adoption', 'authority', 'call', 'information', 'archive']",0.25,0.0,0.0,0.0,0.0,0.4285714285714286,0.5996410857861494,0.2333753324933501
96,0,"['ambulances', 'longer', 'queue', 'antrim', 'hospital']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.4145883084401363,0.39997200055998877
97,0,"['nz', 'child', 'abuse', 'inquiry', 'find', '250000', 'harm', 'care']",0.5,0.0,0.0,0.0,0.0,0.1428571428571429,0.24637906427955747,0.15553688926221476
98,0,"['kangaroos', 'learn', 'communicate', 'human', 'study']",0.5,0.0,0.0,0.0,0.0,0.4285714285714286,0.3817914623634643,0.5249895002099958
99,0,"['58m', 'grant', 'rté', 'comic', 'relief', 'announce']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.24637906427955747,0.46661066778664423
100,0,"['high', 'tide', 'pass', 'without', 'flood', 'cork', 'city', 'centre']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.3464652602128051,0.0
101,0,"['vaccine', 'access', '25', 'world', '2022', 'report']",0.6666666666666666,0.0,0.0,0.0,0.0,0.1428571428571429,0.18043211010470694,0.5599888002239956
102,0,"['tui', 'executive', 'recommend', 'rejection', 'public', 'pay', 'deal']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3994545634387938,0.1749965000699986
103,0,"['british', 'royal', 'couple', 'agree', 'spotify', 'podcast', 'deal']",0.33333333333333326,0.0,0.0,0.0,0.0,0.1428571428571429,0.4145883084401363,0.0
104,0,"['3m', 'training', 'upskilling', 'fund', 'debenhams', 'worker']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3994545634387938,0.3499930001399972
105,0,"['appeal', 'cashintransit', 'robbery', 'dublin', 'city']",0.33333333333333326,0.0,0.0,0.0,0.0,0.5714285714285714,0.45497322273876983,0.39997200055998877
106,0,"['monaghan', 'high', 'rate', 'covid', 'death', 'per', '100000']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.27777699275106327,0.3110737785244295
107,0,"['us', 'authorises', 'first', 'athome', 'covid19', 'test']",0.25,0.0,0.0,0.0,0.0,0.3571428571428571,0.3876838728821942,0.0
108,0,"['nli', 'collect', 'news2day', 'artwork', 'archive']",0.25,0.0,0.0,0.0,0.0,0.2142857142857143,0.4347807655894531,0.2333753324933501
109,0,"['belturbet', 'bomb', 'investigation', 'raise', 'dáil']",0.25,0.0,0.0,0.0,0.0,0.5714285714285714,0.5525300625980303,0.2333753324933501
110,0,"['man', 'die', 'leitrim', 'road', 'crash']",0.25,0.0,0.0,0.0,0.0,0.1428571428571429,0.175726659978239,0.2333753324933501
111,0,"['clarification', 'require', 'vaccine', 'system', 'shortall']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5714285714285714,0.5155223332249996,0.39997200055998877
112,0,"['donegal', 'tragedy', 'mother', 'remember', 'precious', 'life']",0.41666666666666663,0.0,0.0,0.0,1.0,0.2142857142857143,0.3817914623634643,0.3499930001399972
113,0,"['parents', 'braininjured', 'boy', 'appeal', 'treatment']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5,0.3817914623634643,0.5249895002099958
114,0,"['chicago', 'get', 'behind', 'mayo', 'sam', 'ahead', 'allireland']",0.5,0.0,0.0,0.0,0.0,0.3571428571428571,0.27777699275106327,0.3110737785244295
115,0,"['agencies', 'clare', 'develop', 'domestic', 'abuse', 'resource', 'pack']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.41711766451412347,0.1749965000699986
116,0,"['corks', 'shakey', 'bridge', 'reopen', 'follow', '17m', 'revamp']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.3464652602128051,0.1749965000699986
117,0,"['hospital', 'apologises', 'man', 'care', 'prior', 'death']",0.5,0.0,0.0,0.0,0.0,0.3571428571428571,0.2934759569868163,0.46661066778664423
118,0,"['company', 'fin', 'unsolicited', 'premium', 'rate', 'text']",0.33333333333333326,0.0,0.0,0.0,0.0,0.4285714285714286,0.45497322273876983,0.20005599888002237
119,0,"['irish', 'concern', 'displacement', 'eu', 'fishing', 'boat']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5,0.3817914623634643,0.3499930001399972
120,0,"['need', 'know', 'govt', 'vaccination', 'plan']",0.5,0.0,0.0,0.0,1.0,0.4285714285714286,0.23068010004380457,0.622147557048859
121,0,"['italian', 'pm', 'warn', 'restriction', 'need', 'christmas']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5,0.41711766451412347,0.3499930001399972
122,0,"['woman', 'jail', '760000', 'theft', 'employer']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.3111390580621459,0.5249895002099958
123,0,"['sinn', 'féin', 'call', 'govt', 'show', 'student', 'nurse']",0.6666666666666666,0.0,0.0,0.0,0.0,0.1428571428571429,0.1393265412821999,0.5090298194036119
124,0,"['fewer', '2021', 'exam', 'generous', 'grade', 'ni', 'student']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.3091749212225693,0.3110737785244295
125,0,"['hap', 'recipient', 'struggle', 'pay', 'rent', 'say', 'charity']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3817914623634643,0.1749965000699986
126,0,"['couple', 'sentence', 'money', 'laundering', 'kinahans']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.4953440065565432,0.39997200055998877
127,0,"['report', 'show', 'nurse', 'home', 'shortcoming', 'pandemic']",0.33333333333333326,0.0,0.0,0.0,0.0,0.5,0.555893117042773,0.20005599888002237
128,0,"['hiqa', 'hospital', 'isolate', 'patient', 'outbreak']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.41711766451412347,0.5249895002099958
129,0,"['fewer', 'people', 'die', 'hospital', 'acute', 'condition']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3817914623634643,0.3499930001399972
130,0,"['property', 'owner', 'urge', 'prepare', 'cork', 'city', 'flooding']",0.5,0.0,0.0,0.0,0.0,0.2142857142857143,0.3248738854583222,0.3110737785244295
131,0,"['man', 'arrest', 'cocaine', 'worth', 'almost', '65000', 'seize']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.3817914623634643,0.1749965000699986
132,0,"['11', 'kill', 'fire', 'nursing', 'home', 'russia']",0.5,0.0,0.0,1.0,0.0,0.1428571428571429,0.13647218414842666,0.46661066778664423
133,0,"['brexit', 'negotiator', 'make', 'progress', 'coveney']",0.33333333333333326,0.0,0.0,0.0,0.0,0.4285714285714286,0.5760855741920898,0.2333753324933501
134,0,"['levels', 'nutrient', 'irish', 'water', 'increase', 'epa']",0.5,0.0,0.0,0.0,0.0,0.3571428571428571,0.3464652602128051,0.3499930001399972
135,0,"['plan', 'new', 'judicial', 'appointments', 'commission', 'announce']",0.33333333333333326,0.0,0.0,0.0,0.0,0.5,0.5760855741920898,0.20005599888002237
136,0,"['ibec', 'forecast', 'economic', 'growth', '08', '2020']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.2581497548361571,0.3499930001399972
137,0,"['sligo', 'hazard', 'warn', 'lift', 'follow', 'garage', 'fire']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2857142857142857,0.45497322273876983,0.0
138,0,"['man', 'challenge', 'states', 'decision', 'stop', 'pup']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.27581285591148674,0.3499930001399972
139,0,"['five', 'thing', 'learn', 'covid19', 'briefing']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.3111390580621459,0.5249895002099958
140,0,"['organisation', 'claim', 'ostracise', 'pay', 'talk']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5,0.3817914623634643,0.5249895002099958
141,0,"['romas', 'cristante', 'ban', 'onematch', 'blasphemy']",0.33333333333333326,0.0,0.0,0.0,0.0,0.2857142857142857,0.45497322273876983,0.39997200055998877
142,0,"['suspected', 'russian', 'hacker', 'spy', 'global', 'government']",0.33333333333333326,0.0,0.0,0.0,0.0,0.4285714285714286,0.5357147903743165,0.20005599888002237
143,0,"['gmit', 'apologise', 'lecturer', 'zoom', 'comment']",0.25,0.0,0.0,0.0,0.0,0.3571428571428571,0.45833627718351255,0.2333753324933501
144,0,"['report', 'highlight', 'pay', 'gap', 'migrant', 'worker']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.3742175246223629,0.20005599888002237
145,0,"['court', 'approve', '282000', 'settlement', 'donegal', 'death']",0.33333333333333326,0.0,0.0,0.0,0.0,0.3571428571428571,0.4953440065565432,0.20005599888002237
146,0,"['equestrian', 'vet', 'suspend', 'register', 'two', 'month']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3994545634387938,0.3499930001399972
147,0,"['two', 'green', 'tds', 'say', 'back', 'govt', 'ceta', 'motion']",0.6666666666666666,0.0,0.0,0.0,0.0,0.07142857142857145,0.1393265412821999,0.3817723645527089
148,0,"['british', 'govt', 'spend', '3m', 'mark', 'ni', 'centenary']",0.41666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.2581497548361571,0.1749965000699986
149,0,"['number', 'people', 'receive', 'pup', 'fall', '42000']",0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.23068010004380457,0.46661066778664423
150,0,"['virgin', 'media', 'sue', 'eir', 'alleged', 'payment', 'failure']",0.41666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.3464652602128051,0.1749965000699986
151,0,"['dublin', '11th', 'costly', 'city', 'europe', 'live']",0.6666666666666666,0.0,0.0,0.0,0.0,0.07142857142857145,0.12648193418022025,0.6362872742545149
152,0,"['man', 'threaten', 'bookie', 'staff', 'toilet', 'brush', 'handle']",0.41666666666666663,0.0,0.0,0.0,0.0,0.3571428571428571,0.3994545634387938,0.1749965000699986
153,0,"['amazon', 'data', 'centre', 'heat', 'dublin', 'home', 'office']",0.5,0.0,0.0,0.0,0.0,0.1428571428571429,0.2620780285153105,0.3110737785244295
154,0,"['arrest', 'drug', 'worth', '96k', 'seize', 'rathgar']",0.41666666666666663,0.0,0.0,0.0,0.0,0.1428571428571429,0.27581285591148674,0.3499930001399972
155,0,"['five', 'covid', 'death', '419', 'new', 'case', 'northern', 'ireland']",0.5833333333333333,0.0,0.0,0.0,0.0,0.2142857142857143,0.2369540335457615,0.2799944001119978
156,0,"['7', 'attend', 'mayo', 'school', 'amid', 'covid', 'response', 'concern']",0.41666666666666663,0.0,0.0,1.0,0.0,0.2142857142857143,0.32880215913747546,0.0
157,0,"['inspiration', 'taoiseach', 'tell', 'adam', 'king']",0.5,0.0,0.0,0.0,0.0,0.4285714285714286,0.3111390580621459,0.5249895002099958
158,0,"['coi', 'announce', 'new', 'appointment', 'diocese', 'armagh']",0.41666666666666663,0.0,0.0,0.0,0.0,0.5,0.3817914623634643,0.3499930001399972
159,0,"['woman', 'hold', 'crystal', 'meth', 'seize', 'dublin', 'airport']",0.5,0.0,0.0,0.0,0.0,0.1428571428571429,0.3091749212225693,0.3110737785244295
