,full_title,date
55,Jake Paul calls out Conor McGregor in nasty video,2020
56,"Gardaí issue warning over ""ghosting"" social media trend after girl hospitalised in Limerick",2020
57,Eir's 5G network now available to 53% of the country,2020
58,Here's the lineup for this week's Late Late Show,2020
59,Man jailed after crossing Irish Sea on jet ski to see his girlfriend,2020
60,James Lowe fires back over Chris Ashton's far too personal criticism,2020
61,US Electoral College officially confirms Joe Biden's victory over Donald Trump,2020
62,Woman arrested as Gardaí seize 3kg of crystal meth at Dublin Airport,2020
63,GMIT President issues apology after video footage leaks of lecturers insulting students,2020
64,Two more deaths and 264 new cases of Covid-19 confirmed in Ireland,2020
65,WATCH: The first trailer for Netflix's Bridgerton is here,2020
66,Pornhub removes millions of videos in purge of unverified content,2020
68,'New variant' of coronavirus discovered in United Kingdom,2020
69,Wetherspoon's brand new €27.4 million pub and hotel in Dublin is now completed,2020
71,Taoiseach hails Adam King as an “inspiration” in personal letter to the hero of the Late Late Toy Show,2020
72,Panic ensues as YouTube and Google go down,2020
73,Met Éireann issues status yellow weather warning for nine counties,2020
76,Micheál Martin says we “could very well be looking at further restrictions in January”,2020
79,"Dr Tony Holohan says he's ""concerned"" as 429 new cases of Covid-19 confirmed in Ireland",2020
80,"Two players netted €46,234 each in last night's Lotto draw",2020
81,"Three more people with Covid-19 have died, 248 new cases",2020
83,Late Late Toy Show hero Adam King to get his own Christmas postmark,2020
84,892 people caught speeding as part of National Slow Down Day,2020
85,Zero: The number of flu cases reported in Ireland this winter,2020
86,Thousands die in Ireland each year from cardiac arrest but YOU can double a person's chance of survival,2020
88,How do you fancy winning €500 (and other great prizes) from McDonnells in the run up to Christmas?,2020
90,Teenage Waterford rapper drops John Mullane-inspired All-Ireland banger,2020
91,Avengers star revealed as new Buzz Lightyear and 18 other amazing Disney+ announcements,2020
92,"""The Irish like nothing more than complaining about depictions of themselves"" - Jon Hamm explains Wild Mountain Thyme blowback",2020
93,Joe Biden and Kamala Harris named TIME magazine's 'person of the year',2020
94,"15 more people with Covid-19 have died in Ireland, 310 new cases",2020
95,Here's the line-up for Friday night's Late Late Show,2020
97,Two more men arrested as part of investigation into the murder of Keane Mulready-Woods,2020
98,"US records over 3,000 Covid-19 deaths in a single day",2020
100,Free Samsung Galaxy S20 5G when you switch to Vodafone on the RED Unlimited plan,2020
101,€50 off all smartphones over €99.99 when you switch to Vodafone Pay as you go,2020
103,An Post moves forward last date to guarantee delivery of Christmas presents and goods for online retailers,2020
104,"Mary Lou McDonald says there will be a united Ireland ""this decade""",2020
106,Amazon warns Irish customers about new post-Brexit charges,2020
107,People with significant allergies warned about taking Covid vaccine,2020
108,How to stay safe when shopping or banking online this Christmas,2020
110,These were the most Googled questions in Ireland this year,2020
111,Here's how the Covid-19 vaccine will be rolled out in Ireland once it's approved,2020
112,"Irish acting legend Colm Meaney would ""love to do a cameo"" in Derry Girls",2020
113,Springboks legend must have the greatest jersey swap collection in rugby,2020
114,90-year-old Irish granny from Fermanagh becomes first person in world to receive Covid-19 vaccine,2020
115,The Queen's Gambit creator and Anya Taylor-Joy are teaming up for another project,2020
117,"242 new cases of Covid-19 confirmed in Ireland, no new deaths",2020
118,WIN a €250 gift card to spend at Stillorgan Christmas Village and check out these perfect gift ideas,2020
119,Irish Rail says only pre-booked ticket holders will be permitted to travel over Christmas,2020
120,Australian surfer survives attack from great white shark,2020
121,"'Players, after games, are reading the most toxic stuff being written'",2020
122,9 weird and wonderful Irish Christmas traditions we absolutely love,2020
123,"Six further Covid-19 deaths confirmed, 265 new cases",2020
125,Facebook to remove false claims about Covid-19 vaccine,2020
126,Here are the 6 best movies on TV tonight,2020
127,Kneecap release gorgeous song to pay tribute to their mams,2020
128,Status Yellow weather warning issued for all of Ireland,2020
131,A woman has died following a three-car road traffic collision in Roscommon,2020
132,€10.7 million lotto win still not claimed in Cork,2020
133,"Student frontline workers ""abandoned"" by Government, according to UCD SU",2020
136,Loads of Irish trying their luck for the $243 million Powerball lottery draw,2020
137,WATCH: Black Mirror episode 'Death to 2020' coming to Netflix soon,2020
139,"Six new Covid-19 deaths confirmed, 183 new cases",2020
140,Gardaí renew appeal 20 years after disappearance of Sandra Collins,2020
141,Status Yellow snow warning issued for five counties,2020
142,Harry Styles hits back at conservative who criticised his masculinity,2020
143,Donald Trump seems to indicate he will run for Presidency again in 2024,2020
144,"No corners were cut in vaccine process, says World Health Organisation",2020
145,"EA releases FIFA 21 upgrades a day early, available now",2020
146,Documentary on Fungie's disappearance and The Den Christmas special among highlights of RTÉ festive schedule,2020
148,28 individuals identified as being participants in Pandemic Unemployment Payment fraud,2020
149,"Micheál Martin responds to claims that he is ""protecting the pubs in Dublin""",2020
150,Lotto players urged to check tickets after someone won €10.7 million,2020
152,Here are the best movies on TV on Wednesday,2020
153,"Five Covid deaths confirmed, 270 new cases",2020
155,"WWE Hall of Famer Pat Patterson has died, aged 79",2020
156,Gardaí identify six ‘Money Mule’ recruiters in Ireland in operation that prevents loss of €1.8 million,2020
157,A new Krispy Kreme store is set to up in Dublin city centre,2020
158,"18 new Covid-19 deaths confirmed, 269 new cases",2020
159,Bad Bunny and The Weeknd are the most streamed artists on Spotify in 2020,2020
160,Here are the best movies on TV on Tuesday,2020
161,"We're sorry, but a new clip from Wild Mountain Thyme is on the loose",2020
162,"AIB to cut 1,500 jobs and close several Irish branches as part of cost-cutting measures",2020
163,"Sale of luxury castle in Kerry, described as ""one of Ireland’s best kept secrets”, completed for €4.5 million",2020
164,"First-time buyers in Dublin, Meath or Louth: This virtual First Time Buyers Masterclass will kickstart your mortgage",2020
165,Over 300 Ford cars recalled in Ireland over battery issue that could lead to vehicle fire,2020
168,Pfizer/BioNTech Covid-19 vaccine to be rolled out in UK next week after government approval,2020
169,Tayto Park announce retro drive-in Christmas movie weekend,2020
171,"Get in, losers! According to Lindsay Lohan a Mean Girls sequel could be on the way",2020
172,"Covid vaccine will not be mandatory, says Stephen Donnelly",2020
173,"Weather advisory issued for all of Ireland, with snow on the cards",2020
174,Information revealed about Black Panther sequel,2020
175,Record Christmas bonuses worth €390 million to be paid to 1.6 million recipients next week,2020
176,Immortals Fenyx Rising AKA Breath of the Wild meets Assassin’s Creed,2020
177,EA Sports respond to 'baseless' lawsuit over alleged scripting in FIFA 21,2020
178,Here are the Top 10 most-watched music videos in Ireland in 2020,2020
180,"Pixie star Colm Meaney on Derry Girls, playing Santa",2020
181,Larry Gogan's grandchildren pay lovely tribute to him on the radio,2020
182,One more death and 306 new cases of Covid-19 confirmed in Ireland,2020
183,Liam Neeson to narrate landmark two-part series marking the 175th anniversary of the Great Famine,2020
185,Vodafone offers €200 off brand-new smartphones when switching to an Unlimited Bill Pay plan,2020
186,Chadwick Boseman honoured by Marvel and Disney+ in new Black Panther credits,2020
187,Get €100 off these smartphones when you switch to Vodafone Pay as you go,2020
188,Moderna vaccine trial shows 100% efficacy in dealing with severe Covid-19 infections,2020
190,Simon Coveney describes Sinn Féin TD’s tweet about IRA attacks as “really insensitive and stupid”,2020
191,Met Éireann issue fog warning for most of Ireland,2020
192,Gardaí search suspected shebeen in Kerry,2020
194,Johnny Sexton made a class post-match gesture after Ireland's win over Wales,2020
195,Horrific F1 crash sees driver emerge unscathed with car engulfed in flames,2020
196,Two suspected ‘Shebeens’ with operational bars investigated by Gardaí on the same night,2020
197,"Listen carefully, Tubs says he didn't use the F-bomb on live TV... as Toy Show Appeal donations top €6.4million",2020
199,Latest Red C poll suggests highest ever support for Sinn Féin,2020
200,"Two further Covid-19 deaths recorded, 299 new cases",2020
201,Donald Trump paid $3 million for recount that uncovered more Biden votes,2020
202,NASA responds to young Adam from The Late Late Toy Show,2020
204,"Dave Prowse, the actor who played Darth Vader, has died",2020
205,"Seven new Covid-19 deaths confirmed, 243 new cases",2020
206,Here are the 8 best movies on TV on Saturday,2020
207,Saoirse and Adam capture the hearts of a nation on this year's Late Late Toy Show,2020
209,Kendrick Lamar amongst first round of headliners announced for Longitude 2021,2020
210,A man has died following the collapse of a building in Tralee,2020
211,"Ireland will move to Level 3 on Tuesday, here's what that means",2020
212,5 craft beers to introduce you to the wonderful world of locally produced beer in Ireland,2020
213,Two Penneys stores to open for 24 hours next week,2020
214,Man arrested following the murder of a woman and two children at a house in south Dublin,2020
215,€200 off a range of smartphones and loads more fantastic offers in Vodafone's new online Pop-Up Shop here on JOE,2020
219,"Seven more people with Covid-19 have died, 206 new cases",2020
220,Top tips to ensure a safe online shopping experience on Black Friday and Cyber Monday,2020
224,"Reopening of restaurants and gastropubs, travel between counties set to be approved by government",2020
225,“Hugely exciting” new ferry route from Rosslare to Dunkirk to begin in January,2020
228,REVEALED: The winners of all 28 categories in the 2020 Just Eat National Takeaway Awards,2020
229,Wild Mountain Thyme director defends movie's accents and says Irish accents are too difficult to understand,2020
231,Racing club membership the ideal Christmas present for any dreamer,2020
232,Donald Trump says he will leave the White House if Electoral College confirms Biden victory,2020
233,Publicans say government “can’t hide behind NPHET” over decision to keep wet pubs closed,2020
236,"Eir CEO says opening a call centre in Sligo was a ""mistake"" as staff weren't sufficiently skilled",2020
238,Man arrested following attempted armed robbery of post office in Donegal,2020
239,Two new metro routes and rail line to Navan proposed in new transport plan for Greater Dublin area,2020
240,Christmas FM is returning to the airwaves this weekend,2020
242,NPHET strongly opposed to some parts of Government plans to exit lockdown next week,2020
243,The full list of all the new titles coming to Netflix in December,2020
244,Belfast Telegraph journalist warned of threat against them from loyalist paramilitaries,2020
246,"Donald Trump pardons former aide Michael Flynn, who pleaded guilty to lying to the FBI",2020
248,"Six further Covid-19 deaths confirmed, 269 new cases",2020
249,Diego Maradona: A remarkable career in pictures,2020
251,Two homeless men found dead in Dublin,2020
252,Principal of Carlow school denies claims female students were asked not to wear tight leggings to school,2020
253,"Irish publicans feel “demonised” by government leaks, accuse NPHET of having “anti-pub agenda”",2020
256,"Diego Maradona, one of the best ever, has passed away, aged just 60",2020
257,"Report finds meat plant workers are subject to ""difficult and dangerous"" working conditions",2020
258,"Top dogs England, jersey swapping and Johnny Sexton'",2020
259,Man shot through the front door of his house in Derry,2020
260,"Varadkar says a ""short period"" of lockdown restrictions may be needed in January or February",2020
264,Joe Biden says Northern Ireland border must remain open post-Brexit,2020
265,"""Don't pass the gravy boat"" this Christmas, says expert immunologist",2020
267,"Six further Covid-19 deaths confirmed, 226 new cases",2020
268,Richie Sadlier says person who leaked info from Stephen Kenny's camp should be removed,2020
269,BBC confirms 'Gavin & Stacey' will return with new episodes in future,2020
270,FIFA 21: PS5 controller trigger will tighten to indicate player fatigue,2020
271,Social Democrats seek to stop government funding for greyhound racing industry,2020
272,All 77 restaurants in Ireland shortlisted for the 2020 Just Eat National Takeaway Awards,2020
273,"'Vaccine passports' could become a reality for travelling abroad, says Qantas",2020
274,Two brand new Mrs. Brown’s Boys Christmas specials are coming to your TV this Christmas,2020
275,Over half of Irish workers will have no form of Christmas party this year,2020
276,Here are the best movies on TV on Monday,2020
277,Microsoft announce 200 new jobs coming to Dublin,2020
278,"Over 51,000 “unsafe” or “non-compliant” children’s toys destroyed in Ireland",2020
279,Irish scientist on Oxford team says vaccine is 'promising',2020
280,"252 new Covid-19 cases confirmed, no new deaths",2020
281,Box off your most important Christmas present early this year with this Black Friday offer from LanaiBLO,2020
283,Enter Tadhg Fleming's TikTok dance challenge and win a brand new HUAWEI P smart 2021 smartphone,2020
284,A Status Yellow rainfall warning has been issued for nine counties,2020
285,The Obamas are producing a Netflix comedy about the Trump administration,2020
286,Trump administration finally gives go-ahead for transition of power to Joe Biden,2020
288,"Oxford vaccine confirmed to be 70% effective, increasing to 90% with two doses",2020
290,The Undertaker officially confirms WWE retirement with final appearance at Survivor Series,2020
291,One new Covid-19 related death and 318 new cases confirmed in Ireland,2020
292,Ugo Monye opens up on harrowing experience with racism,2020
293,Ode to Dublin feat,2020
294,"Gardaí in Sligo arrest teenager in connection with drugs' seizure worth €196,000",2020
295,WATCH: Brendan Gleeson's speech remembering the 14 people killed on Bloody Sunday,2020
296,"""I let everyone down"" - Miriam O'Callaghan apologises on-air for photo at RTÉ retirement gathering",2020
297,"""A Frankenstein monster"" - Pennsylvania judge rejects Donald Trump's election lawsuit",2020
298,Temperatures set to plummet to -5 degrees with arrival of “cold polar maritime air-mass”,2020
300,Gardaí in Cork arrest 9 males after large crowds gather in the city centre,2020
301,Here are the 11 best movies on TV this evening,2020
302,Four more deaths and 344 new cases of Covid-19 confirmed in Ireland,2020
303,WATCH: David McCullagh and Eileen Dunne apologise on air for attendance at RTÉ function,2020
305,Micheál Martin says Covid-19 vaccine could be approved in Ireland before Christmas,2020
306,€5 million of suspected ecstasy and MDMA seized by Gardaí in Dublin,2020
307,Man arrested after threatening woman with a hammer and stealing her car in Louth,2020
308,An Garda Síochána launches host of new Garda vehicles,2020
309,"Government meets with Eir and Vodafone over ""poor customer service""",2020
311,"""We'll help Irish farmers farm better"" - scientist winner of EY Entrepreneur of the Year reveals future plans",2020
313,Gardaí confirm investigation has been launched into uploading of personal images online,2020
314,"First-time buyers in Wicklow, Wexford, Waterford or Cork: This virtual First Time Buyers Masterclass will kickstart your mortgage",2020
315,"Flights home from abroad are not necessarily essential, says Taoiseach",2020
318,Here are the 11 best movies on TV on Friday,2020
319,"Eight further Covid-19 deaths confirmed, 330 new cases",2020
320,"The first round of vaccines will have an immediate impact, according to immunology expert",2020
321,Online shopping for Christmas? Here’s how to protect yourself from scams and fraud,2020
323,Tony Holohan: Message to people to work from home is “really not getting through”,2020
324,Urgent review sought of “grave breaches” of Covid-19 guidelines at RTÉ retirement function,2020
325,"High-profile RTÉ staff apologise after attending ""impromptu"" gathering in Montrose during Level 5 restrictions",2020
326,Leading trade union calls for introduction of four-day week and increase in public holidays in Ireland,2020
327,Man arrested after breaking into church and stealing candles in Tipperary,2020
328,Recount confirms Joe Biden's victory in Georgia,2020
331,Jason Momoa: I ate pizza every day to get in shape for Game of Thrones,2020
334,"Lions star on Daniel Craig's post-match gift, worthy of 007 himself",2020
335,Third level students to get once-off €250 Covid payment,2020
336,Here's the lineup for this week's episode of The Late Late Show,2020
337,"Four more people with Covid-19 have died, 419 new cases",2020
339,Trump campaign withdraws final election lawsuit as voter fraud claims debunked,2020
340,Gardaí will increase its focus on large groups in public spaces,2020
341,"Lockdowns in Europe are avoidable, according to WHO regional director",2020
342,Education Minister Norma Foley to grant students in Ireland a 'No Homework Day',2020
343,Apple forced to pay €95 million after admitting they slowed down old iPhones,2020
344,BBC Radio 1 says it won’t play original version of Fairytale of New York this Christmas,2020
345,"Over 25,000 people sign petition to make revenge porn a criminal offence in Ireland",2020
346,"Oxford vaccine produces ""strong immune response"" in older adults",2020
347,PlayStation 5 review - A giant leap forward in video game consoles,2020
348,Man due in court in relation to the circulation of details on social media in Ana Kriegel case,2020
349,Two Dublin restaurants win big at the World Luxury Restaurant Awards,2020
350,"Topo Chico, the alcoholic drink from Coca Cola, is now on shelves in Ireland",2020
353,"12 more people with Covid-19 have died in Ireland, 379 new cases",2020
354,"15,000 counterfeit electronic items seized by Gardaí in Dublin",2020
355,Taoiseach promises Dublin Zoo “will get the help it needs” amid fears it may have to close for good,2020
356,"Heinz launch new Christmas jumper, with proceeds going to charity",2020
357,CONFIRMED: New series of Line of Duty will arrive in early 2021,2020
358,Four new weather warnings issued for 10 counties ahead of wild Wednesday night,2020
359,"""It doesn't get bigger than this for me"" - Irish scie",2020
360,Ronan Glynn offers reasons to be optimistic despite Covid figures increasing,2020
361,Gardaí appeal for witnesses to “unruly and offensive behaviour” by individuals not wearing face coverings on the Luas,2020
362,Gardaí launch renewed appeal over burglary and assault by six armed men in Donegal,2020
363,Megan Rapinoe admits 'teasing the English is such a pleasure',2020
364,"After completed trial, Pfizer says Covid-19 vaccine is 95% effective, has no side effects",2020
365,"Stephen Donnelly says that ""clear intention"" is to end Level 5 on 1 December",2020
366,"Campaign launched to ""Save Dublin Zoo"", amid fears it may have to close its doors for good",2020
367,Teachers’ Union calls for Irish schools to close early for Christmas,2020
369,Dolly Parton responds to news that her money is helping fund successful Covid vaccine,2020
370,Met Éireann issues weather warning for six counties,2020
372,Here are the best 5 movies on TV tonight,2020
373,Twitter introduces its own form of stories with new feature Fleets,2020
374,"11 further deaths confirmed, 366 new cases",2020
375,Bushmills Black Bush collaborates with hot sauce producer to host a series of cocktail masterclasses,2020
376,"One in three Irish people say they will have the same Christmas they always have, regardless of restrictions",2020
377,Teenage pedestrian dies following collision with truck in Cork,2020
379,A man in Kilkenny has died following a road traffic collision,2020
381,Woman in Roscommon arrested for 80 incidents of ‘theft by deception’ spanning seven years,2020
382,"Drugs, alcohol and mobile phones seized from van making delivery to Mountjoy Prison",2020
383,Dolly Parton funded research into the COVID-19 Moderna vaccine,2020
384,Ronan Glynn says it's impossible to know whether Ireland will definitely leave Level 5 restrictions,2020
385,32 dogs and four horses seized by Gardaí in Dublin,2020
386,Netflix and Sky announce separate Sophie Toscan Du Plantier documentary series on the same day,2020
387,Ryan Reynolds and Rob McElhenney's takeover of Wrexham AFC approved,2020
388,Here are the 6 best movies on TV on Monday,2020
390,SpaceX Dragon capsule delivers four astronauts to the International Space Station,2020
391,Man in his 20s killed following an assault at a house Mayo,2020
392,The Burren named as one of the best places to visit next year by Lonely Planet,2020
393,Government to consider stopping sale of takeaway drinks,2020
394,"Over half of Irish people drinking to ""cheer up"", according to new report",2020
395,EU to provide €2.5 billion to help cover costs of Covid-19 wage subsidy scheme in Ireland,2020
396,"Covid-19 vaccine from US firm Moderna 94.5% effective, clinical trials show",2020
397,Seth Rogen is rebooting Darkwing Duck for Disney+,2020
398,Amazon Prime Video causes chaos on social media after it united Ireland on Saturday,2020
399,Sky announces five-part documentary series on the Sophie Toscan du Plantier murder case,2020
400,WATCH: Uncle Phil fondly remembered in first trailer for Fresh Prince of Bel-Air reunion special,2020
401,NPHET member warns of need for “very cautious approach to how alcohol is used” in run-up to Christmas,2020
402,Irish employees set to earn legal right to sick pay as government launches public consultation,2020
403,WATCH: SpaceX sends four astronauts to the International Space Station with “spectacular launch” in Florida,2020
404,"378 new cases of Covid-19 confirmed in Ireland, one more death",2020
405,"Donald Trump finally admits defeat in US election but claims it was ""rigged""",2020
406,CNN's John King says he wants to visit Ireland soon to retrace his roots,2020
407,"Six more people with COvid-19 have died in Ireland, 456 new cases",2020
408,Here are the best movies on TV today,2020
410,Woman in her 20s seriously assaulted in Cork,2020
411,Four separate weather warnings issued for Ireland,2020
413,Three Irish players won a combined €2.5 million in Friday's EuroMillions draw,2020
414,Taoiseach Micheál Martin says he believes churches will be open for Christmas,2020
415,"Barack Obama says Republicans are ""delegitimising"" democracy by refusing to accept election defeat",2020
416,Billy Connolly special to celebrate comedian's life as he steps back from stand up,2020
417,"Seven further Covid deaths confirmed, 482 new cases",2020
418,Here are the best movies on TV tonight,2020
419,The official trailer for The Late Late Toy Show is here,2020
420,"Eddie Hearn heaps praise on Katie Taylor, calling her ""the role model""",2020
421,Micheál Martin says Covid-19 vaccine should be rolled out in Ireland in the first half of 2021,2020
422,Several people found present in pub in Kildare during inspection by Gardaí,2020
423,Taoiseach urges Irish people to continue to observe Level 5 restrictions so we can “enjoy a meaningful Christmas”,2020
424,"Fianna Fáil politician tells Seanad that young people are missing out on ""the shift"" due to Covid-19",2020
425,Senior US voting officials say presidential election was “the most secure in American history”,2020
426,"Friends reunion special set to film in March, Matthew Perry confirms",2020
427,The John Lewis Christmas ad has arrived and it doesn't disappoint,2020
428,The 'Yorkshire Ripper' Peter Sutcliffe dies in prison aged 74,2020
429,Disney+ confirms new January 2021 launch date for Marvel's WandaVision,2020
430,Ryanair calls on Leo Varadkar to confirm support for new EU travel system following comments on Christmas flights,2020
434,The Happy Pear cookies and cookie bites recalled due to presence of pesticide,2020
436,New trailer released for creepy MCU TV show WandaVision,2020
437,"HSE CEO says there are ""very significant steps to be taken"" before vaccine is available",2020
440,"Irish people abroad should not book flights home for Christmas yet, says Varadkar",2020
441,Diego Maradona being treated for alcohol dependency after leaving hospital,2020
442,"395 new Covid-19 cases confirmed, one further death",2020
443,SuperValu has absolutely nailed it with its Christmas ad,2020
445,"Designer clothes, cash and drugs seized by Gardaí",2020
446,64 new Covid-19 deaths reported in Scotland,2020
447,Police discover 19 people hiding in bedroom at Belfast house party,2020
448,LetsGetChecked launches new home Covid-19 testing kits in Ireland,2020
450,Georgia announces recount after Joe Biden wins state,2020
451,"362 new cases of Covid-19 confirmed in Ireland, two more deaths",2020
452,EU Commission signs contract for 300 million doses of BioNTech-Pfizer Covid-19 vaccine,2020
454,"Plans for off-road cycle route in one of Dublin's busiest areas take ""important"" step forward",2020
455,35 questions that need answering from the Wild Mountain Thyme trailer,2020
456,Government wins vote on motion of confidence in Tánaiste Leo Varadkar,2020
457,"€900,000 worth of ketamine seized in Dublin in the past 24 hours",2020
458,US Secretary of State says there will be 'smooth transition to second Trump administration',2020
460,Peter McVerry Trust to deliver over 210 social housing units in Ireland in the next 12 months,2020
461,"WATCH: Vocal coach tries to teach how to do an Irish accent, completely butchers it",2020
462,New Hollywood blockbuster set in Mayo features some of the worst Irish accents of all time,2020
463,Guinness recalls Guinness 0.0 cans over contamination concerns,2020
464,TikTok to create 200 new jobs in Ireland by January 2021,2020
465,Archbishop Diarmuid Martin raises prospect of “advance booking” for Christmas masses this year,2020
466,Garda arrested on suspicion of drink driving after crashing unmarked Garda car,2020
467,Aidan Gillen to star in new Dublin-based crime series,2020
468,Netflix renews The Umbrella Academy for a third season,2020
469,WHO Director-General urges people be cautious following Covid vaccine news,2020
470,Simon Coveney says he still thinks there will be a Brexit deal,2020
471,Status Yellow weather warning issued for five counties,2020
472,"Aldi Ireland to pay 10% Christmas bonus to 4,000 staff members",2020
473,Dogs Trust Ireland release chilling advert about illegal sale of puppies,2020
474,Netflix's action-packed trailer for new film Mosul sees Iraqi SWAT taking on ISIS,2020
475,40% of 17-year-olds have not discussed sex with their parents,2020
476,Just Eat to deliver McDonald’s to homes in Ireland from tomorrow,2020
477,A woman has died following a suspected hit and run in Kildare,2020
478,Assassin’s Creed Valhalla review: The best in the series so far,2020
479,Man with European arrest warrant in place for human trafficking arrested by Gardaí in Dublin,2020
480,"Oscar winner Olivia Colman to star in new ""feel-good, foul-mouthed"" Irish film",2020
481,Travel traffic light system now in place across European Union,2020
482,Trump campaign press conference cut off by Fox News,2020
484,Subway launches new footlong 'pig-in-blanket' sandwich,2020
485,Former UUP Deputy Leader says he referred to Kamala Harris as “the Indian” as he didn’t know her name,2020
486,"270 new cases of Covid-19 confirmed in Ireland, one more death reported",2020
487,Here are the 5 best movies on TV this evening,2020
489,Five Irish businesses served with food closure orders in October,2020
490,Government confirms €63.5 million in funding for Greenway projects in 13 counties in 2021,2020
491,Pfizer says Covid-19 vaccine found to be “more than 90% effective”,2020
493,Irish people have lost over €1.1 million as a result of online shopping fraud in 2020,2020
494,Red Alert: Fever-Tree is celebrating Ireland's gingers with complimentary drinks around the country,2020
495,Donald Trump's 'voter fraud' hotline inundated with calls of people just laughing,2020
497,"Two further Covid-19 deaths confirmed, 542 new cases",2020
498,Here are the 7 best movies on TV tonight,2020
499,Aldi becomes first Irish supermarket to switch to 100% recycled material for own-label water bottles,2020
500,"Joe Biden says ""it's a time to heal in America"" in victory speech",2020
501,Can you name these characters from The Big Bang Theory?,2020
502,Gardaí are looking to reunite owners with suspected stolen dogs,2020
503,Donald Trump continues to make voter fraud allegations,2020
507,Succession season three will start filming this month,2020
508,Van Jones breaks down with emotional speech following Biden victory,2020
509,"Dave Chappelle refers to Trump as a ""hilarious racist"" in SNL monologue",2020
510,Eight Gardaí suspended over allegations of corruption,2020
512,"Five new Covid-19 deaths confirmed, 335 new cases",2020
513,Two arrested following fraud incident within major media organisation,2020
514,Here are the 8 best movies on TV tonight,2020
517,"Joe Biden predicts he will win election by ""clear"" margin",2020
518,"Trump claims ""tens of thousands"" of illegal votes were counted in US election",2020
519,"Five incidents relating to ""failure to provide contact tracing details"" reported to Gardaí",2020
520,CNN has called the American presidential election for Joe Biden,2020
522,"Woman arrested after Gardaí discover €30,000 worth of Cannabis concealed in crisp packets",2020
523,"Eight more people with Covid-19 have died in Ireland, 499 new cases",2020
525,Joe Biden takes narrow lead in Pennsylvania,2020
526,Gardaí make two further arrests over witness intimidation in relation to Aaron Brady criminal trial,2020
527,System of a Down release new music for the first time in 15 years,2020
529,"Trump: “If you count the legal votes, I easily win. If you count the illegal votes, they can try to steal the election”",2020
530,WATCH: Colm Meaney stars as Santa as Aldi reveals full version of new Kevin the Carrot Christmas ad,2020
531,Twitter suspends Steve Bannon account after suggesting beheading of Anthony Fauci and Christopher Wray,2020
533,Donald Trump labelled 'obese turtle on his back' after bizarre speech,2020
535,NBA 2K21 looks like it's going to be the sporting game of the year,2020
537,"Dublin Airport’s Terminal 1 to undergo ""major facelift"" under new plans",2020
538,Trump's spiritual advisor leads group in impassioned prayer service to secure Trump's reelection,2020
540,All you need to know about Assassin's Creed Valhalla,2020
541,Micheál Martin confirms Level 5 restrictions will not be lifted early,2020
542,WhatsApp is introducing messages which disappear,2020
