full_title,date
"Donald Trump says he expects to have ""extraordinary relationship"" with Vladimir Putin as they begin first summit",2018
"UK Prime Minister Theresa May says Donald Trump told her to ""sue the EU""",2018
Former PM Nawaz Sharif arrested on return to Pakistan as elsewhere scores die in blasts targeting election rallies,2018
"Police say Novichok that poisoned couple in Amesbury, Wiltshire, came from small bottle found in one victim's house",2018
"12 Russian intelligence officers indicted for hacking Democrat emails during 2016 election, US authorities announce",2018
Queen Elizabeth II meets US President Donald Trump at Windsor Castle,2018
"The US/UK relationship is now the ""highest level of special"" - President Trump tells Chequers press conference    #TrumpVisitUK coverage:",2018
"""Boris Johnson I think would be a great prime minister""  I also said this ""incredible woman"" Theresa May is doing a ""fantastic job""   #TrumpVisitUK coverage:",2018
"""I didn't criticise the prime minister"" in Sun interview - President Trump calls accusations ""fake news""   Latest #TrumpVisitUK developments:",2018
"""Whatever you do is ok with us, just make sure we can trade together that's all that matters"" - President Trump on #Brexit   Follow: #TrumpVisitUK developments:",2018
Donald Trump arrives in UK for two-day working trip; his first time in the country as US president   Follow #TrumpUKVisit updates:,2018
Proposed deal for Rupert Murdoch's 21st Century Fox to buy Sky approved by UK government,2018
President Trump says Nato countries have agreed to spend more on military budgets,2018
"Heartbreak for England as the team is knocked out of the World Cup by Croatia, losing 2-1 in the semi-final #ENGCRO",2018
The top 12 earners on the BBC's latest list of star salaries are all men - with Gary Lineker the highest paid,2018
"Novichok poisoning victim Charlie Rowley ""no longer in critical condition"", says director of nursing at Salisbury Hospital",2018
Member of German neo-Nazi gang has been found guilty of 10 racially-motivated murders after five-year trial,2018
"""There was only a tiny bit of hope, but that's all we had to work with.""  Thai Navy Seal chief talks about successful cave rescue mission in BBC exclusive interview",2018
"Amesbury Novichok poisoning victim Charlie Rowley is now conscious but ""not out of the woods yet"", say doctors",2018
Conservative party vice chairs Maria Caulfield and Ben Bradley quit over Theresa May's Chequers Brexit plan,2018
@DanJohnsonNews Mission accomplished!  The last members of the rescue team who were inside the cave have made it out successfully #ThaiCaveRescue,2018
"""It really is a fantastic achievement of human endeavour"" - @DanJohnsonNews on the extraordinary challenges faced by #ThaiCaveRescue heroes",2018
What a sight!  Dozens of aircraft fly over Buckingham Palace as the Royal Air Force celebrates 100 years of its proud history  #RAF100,2018
#ThaiCaveRescue: All 12 boys and their football coach rescued from flooded cave system in Chiang Rai 🐗🇹🇭,2018
"Reports from the scene say 11th person has been carried out of cave in Thailand, as rescue operation continues #ThaiCaveRescue",2018
Thai cave rescue: At least one more boy brought out of cave safely in latest phase of rescue operation - reports  Live updates:,2018
"#ThailandCaveRescue: Remaining  four boys and coach may be freed today, rescue chief says",2018
Day 3 of the #ThailandCaveRescue and divers are gearing up to save the remaining five - Follow our live reporting page for updates,2018
"President Trump picks conservative Brett Kavanaugh for US Supreme Court, setting up a tough confirmation battle",2018
Matt Hancock appointed new health secretary to replace Jeremy Hunt,2018
"Jeremy Hunt named as new UK foreign secretary after Boris Johnson quits over Brexit, Downing Street says",2018
Resignation statement in full from @BorisJohnson  Live reaction:,2018
"Former UK foreign secretary says in resignation letter Brexit dream is dying - ""suffocated by needless self-doubt""",2018
"Prince Louis arrives for his christening service at the Chapel Royal, St James's Palace",2018
"Boris Johnson resigns as UK Foreign Secretary, following the resignation of Brexit Secretary David Davis",2018
"#ThaiCaveRescue: Four more boys have been safely taken out of the caves, bringing the total rescued to eight, the BBC understands   Latest",2018
"There's got to be a time we ""get a bit tougher"" with the EU and ""this should have been the time"" - David Davis tells @bbclaurak, follow latest developments",2018
Dominic Raab appointed Brexit Secretary after David Davis resigns from UK government,2018
"#ThaiCaveRescue: Four boys rescued last night now in quarantine in Chiang Rai hospital, local officials say   Live updates:",2018
Follow the latest developments on day two of the #ThaiCaveRescue as effort to rescue nine remaining people resumes,2018
"It looks ""less and less likely"" that the UK will leave the customs union and single market - read David Davis's resignation letter in full",2018
Follow the latest reaction &amp; developments as Brexit Secretary David Davis resigns from UK government,2018
Brexit Secretary David Davis resigns from the UK government,2018
"UK police launch murder inquiry after Dawn Sturgess, 44, dies after exposure to nerve agent Novichok",2018
Judge orders release of former Brazilian President Luiz Inácio Lula da Silva pending appeal on corruption conviction,2018
"Ninety divers - 50 foreign, 40 Thai - are involved in the Thailand cave rescue, the head of the operation says",2018
"Thai cave rescue: Six boys have now come out, say officials in the emergency operation  Live reporting:",2018
"Four boys in total have been brought out of the cave complex, Thai navy confirms in official Facebook post",2018
Two ambulances are seen leaving the cave - believed to be taking two of the boys to hospital  Follow live updates:,2018
"The first boys from a youth football team trapped in a Thai cave for two weeks have been rescued, reports say",2018
The complex mission to rescue the 12 trapped boys and their football coach from a cave in Thailand has begun,2018
"A rescue mission is under way to save 12 Thai boys and their football coach trapped in a cave, officials say",2018
Police officer being tested at hospital in Salisbury for possible exposure to nerve agent Novichok,2018
"PM Theresa May refuses to rule out ""preferential treatment"" for EU citizens coming to UK after Brexit",2018
"""Crucially what we have agreed is the creation of a UK-EU free trade area"" - UK PM Theresa May on ""collective"" #Brexit agreement reached by her cabinet",2018
"Cabinet has reached ""collective"" agreement on UK's future relationship with EU after Brexit, PM Theresa May says",2018
The Thai boys trapped in waterlogged caves can walk but can't dive yet and won't be freed today - local governor,2018
"Teenager charged with rape and murder of six-year-old Alesha MacPhail, found dead on the Isle of Bute",2018
Pakistan's ex-PM Nawaz Sharif given 10 year prison term over corruption allegations related to London luxury flats,2018
"Thai cave rescue death:  - Diver named as Saman Kunan - 'His job was to deliver oxygen, did not have enough on his way back'  - Lost consciousness and could not be revived by colleagues",2018
A former Thai navy diver helping to rescue the boys trapped in a cave has died while taking in supplies - officials,2018
"Six more Aum Shinrikyo cult members executed following execution of leader Shoko Asahara, say Japanese media",2018
"Japan executes Shoko Asahara, leader of Aum Shinrikyo cult, whose 1995 attack on the Tokyo metro killed 13 people",2018
Scandal-hit Scott Pruitt resigns as head of the US Environmental Protection Agency,2018
"Couple involved in Amesbury poisoning exposed to toxin after handling a contaminated item, @metpoliceuk say",2018
"UK home secretary calls on Russia to explain Novichok poisoning, after nerve agent linked to two victims in Amesbury",2018
"""The two people have been exposed to the nerve agent Novichok"" - UK police give update on man and woman found unconscious in Amesbury, Wiltshire",2018
"Pair found unconscious in Wiltshire poisoned with same nerve agent as ex-Russian spy Sergei Skripal, police say",2018
"Fire near Saddleworth Moor now being investigated as arson, Greater Manchester Police say",2018
"Counter-terrorism police working on ""major incident"" in Amesbury, Wiltshire, as two people remain in critical state",2018
A stunning fall from grace.  Former Malaysian leader @NajibRazak has been charged with corruption after arriving at court in the capital Kuala Lumpur,2018
Female healthcare worker held on suspicion of murdering eight babies at Countess of Chester Hospital,2018
"The boys trapped in a Thai cave will have to learn to dive or wait months for flooding to recede, army says",2018
Australian archbishop Philip Wilson expected to serve home detention for covering up child abuse by priests,2018
The moment missing Thai boys and their football coach are located over a week after going missing in a cave system  Full story:,2018
First images of Thai children alive in cave released by Thai Navy seals rescue team  Latest:,2018
"""This is still a very precarious operation""  Rescuers continue pumping water from Thailand caves where 12 boys and their football coach have been found  LATEST:",2018
"""It could take four hours to work out if they are in any condition to move""  Medics are assessing health of 12 boys and their football coach found alive after going missing for nine days in Thailand caves  LATEST:",2018
All 12 boys and their football coach found alive after nine days missing in Thailand caves - regional governor,2018
Four men aged between 18 and 21 killed and two teenage girls seriously hurt in car crash in Horsforth area of Leeds,2018
"Suspect in Capital Gazette newspaper attack barricaded exits and used a pump-action shotgun that was bought legally, police say",2018
"Hillsborough match commander David Duckenfield will face trial for manslaughter, a judge rules",2018
US newspaper shooting which killed five was a 'targeted attack' and threats had been sent by social media - police,2018
"Several people dead in shooting at newspaper building in US city of Annapolis in Maryland, officials confirm",2018
"UK tolerated ""inexcusable"" US treatment of detainees in years after 9/11 attacks, report finds",2018
"A Supreme Court justice is to retire, giving President Trump the chance to reshape the top US court",2018
"Joe Jackson, the father and manager of Michael Jackson and the Jackson Five, has died aged 89",2018
Holders Germany knocked out of World Cup in group stage after shock 2-0 defeat to South Korea,2018
Army called in to help tackle moorlands fire in Greater Manchester,2018
"Supreme Court rules that heterosexual couples should be able to have civil partnerships, following a legal challenge",2018
"Uber has been granted a licence to operate in London for 15 months, after judge rules the company is ""now fit and proper""",2018
Supreme Court backs President Donald Trump's travel ban on several Muslim-majority countries,2018
British man found with knives in Westminster convicted of planning terror attack and making bombs for the Taliban,2018
Two men die and seven people seriously injured after crash between bus and lorry in Cambridgeshire,2018
Couple who tortured and killed their nanny before dumping her body in London garden jailed for life,2018
"About 15 people injured, some seriously, in crash between bus and lorry on the A47 in Cambridgeshire",2018
MPs back controversial plans for third runway at London's Heathrow airport by 415 votes to 119,2018
Turkey's President Erdogan is set to assume sweeping new powers after winning most fiercely-fought election in years,2018
"""I've been entrusted by the nation"" - Turkey's President Erdogan claims election victory based on unofficial results",2018
Turkey's Recep Tayyip Erdogan leads presidential election with a fifth of votes counted - state media,2018
England hit their biggest ever World Cup score to guarantee a place in the next round of the tournament,2018
"Saudi women are officially allowed get behind the wheel, as a decades-old driving ban is lifted",2018
Explosion rocks Zimbabwe stadium where President Mnangagwa was addressing thousands of people at campaign rally,2018
An explosion hits a rally for Ethiopia's new PM Abiy Ahmed attended by thousands of people in Addis Ababa,2018
"I would like to ask how I can help reunite the children with their families ""as quickly as possible"" - @FLOTUS visits border detention facility in Texas in wake of US immigration crisis",2018
"US police arrest a 22-year-old man over killing of US rapper XXXTentacion, media reports say",2018
Trade minister Greg Hands to quit UK government over plans to expand Heathrow Airport,2018
It's a girl: New Zealand’s PM Jacinda Ardern becomes the second elected world leader to give birth while in office,2018
President Trump signs order aiming to end immigrant family separations after global condemnation of the policy,2018
"David Drumm, former head of Anglo Irish Bank, sentenced to six years in jail at Dublin Criminal Court for conspiracy to defraud and false accounting",2018
Government sees off rebellion as it wins key Brexit vote by 319 to 303,2018
"Relatives have shown ""remarkable tenacity and fortitude in questioning what happened to their loved ones"" - Rt Rev James Jones reveals 456 patients died at Gosport War Memorial Hospital through inappropriate prescribing of drugs",2018
"Some 456 patients died from opioids prescribed without justification, report into Gosport War Memorial Hospital says",2018
"Police arrest London man on suspicion of ""act likely to cause explosion"" after small blast at Southgate Tube station",2018
Canada will legalise marijuana for recreational use after a landmark law passes the Senate,2018
'A cesspool of political bias' - US announces withdrawal from UN Human Rights Council,2018
"""It is time to review"" the use of cannabis for medicinal use - UK Home Secretary Sajid Javid tells Commons",2018
"The US rapper XXXTentacion, who topped the charts as he faced domestic violence charges, has been killed aged 20.",2018
Three people die after being struck by train near Loughborough Junction in south London,2018
"Question Time's David Dimbleby to step down from BBC show after 25 years to return to ""first love"" of reporting",2018
"Epileptic boy, 12, to get cannabis oil for ""medical emergency"" after it was confiscated, UK home secretary says",2018
'It's devastating': Watch Glaswegians react as huge fire takes hold in city centre,2018
Fire service says no casualties reported as Glasgow School of Art suffers huge fire for second time in four years,2018
"Major fire at Glasgow School of Art's Mackintosh Building, four years after huge blaze there",2018
Judge revokes bail for ex-Trump campaign chairman Paul Manafort and orders he be held in jail pending trial,2018
"President Trump slaps 25% tariffs on $50bn worth of Chinese goods, accusing Beijing of intellectual copyright theft",2018
"EastEnders actor Leslie Grantham, best known as rogue ""Dirty Den” in the BBC One soap, has died aged 71",2018
Army sergeant jailed for life for trying to murder his wife by sabotaging her parachute,2018
"Scathing New York State lawsuit accuses Trump Foundation of ""persistent illegal conduct"" and wants it dissolved",2018
"Catholic Argentina's lower house backs bill legalising abortion in first 14 weeks of pregnancy, but hurdles remain",2018
"Engineering firm Rolls-Royce confirms 4,600 job cuts over two years, hitting back office and management roles in UK",2018
"""We believe Kim Jong-un understands the urgency [of denuclearisation], that we must do this quickly."" - US Secretary of State Mike Pompeo",2018
"""No sanctions relief"" for North Korea until complete denuclearisation, US Secretary of State Mike Pompeo says",2018
Greece's northern neighbour to be called North Macedonia after 27 years of wrangling between the two countries,2018
MPs vote by 324 to 298 against a bid to give Parliament the decisive say on the UK Brexit deal,2018
Alleged member of banned British far-right group National Action admits planning to murder Labour MP Rosie Cooper,2018
"#TrumpKimSummit: Donald Trump says US will be stopping ""very provocative"" war games with South Korea   Live updates:",2018
"""Anyone can make war, but only the most courageous can make peace"" - US President Donald Trump on ""honest, direct"" meeting with Kim Jong-un #TrumpKimSummit",2018
"""The world will see a major change"" - Kim Jong-un's words as he and Donald Trump sign a ""historic"" document after #TrumpKimSummit",2018
When Trump met Kim.   Clearer photos of that moment in history,2018
The moment the world's been waiting for.   US President @realDonaldTrump has met North Korea's Kim Jong-un,2018
Donald Trump has *just* met Kim Jong-un,2018
@realDonaldTrump North Korean leader Kim Jong-un has just left his Singapore hotel and joins @realDonaldTrump on his way to Sentosa summit.   #TrumpKim #TrumpKimSummit,2018
.@realDonaldTrump has just left his hotel and is now on his way to Singapore's Sentosa island for #TrumpKimSummit.   Kim Jong-un expected to depart shortly. Follow our live #TrumpKim updates:,2018
Today's the day: @realDonaldTrump meets North Korea's Kim Jong-un,2018
Polish man sentenced to 16 years and nine months in jail after he was found guilty of kidnapping British model Chloe Ayling,2018
"Spain says it will accept rescue ship with hundreds of migrants aboard, at the centre of an international row",2018
"Discount retailer Poundworld expected to appoint administrators, putting 5,100 jobs at risk",2018
"Two men have died in a light aircraft crash at Raglan, in Monmouthshire, police say",2018
North Korea's Kim Jong-un arrives in Singapore two days before historic summit with US President Trump,2018
The G7 summit ends in disarray after US President Donald Trump retracts his endorsement of a joint final statement.,2018
"Actress Emma Thompson becomes a dame, with Liverpool legend Kenny Dalglish knighted in Queen's Birthday Honours",2018
"American special forces soldier killed in firefight with jihadist militants in Somalia, US military officials say",2018
World leaders assemble for 'family photo' at G7 summit in Canada,2018
"Man charged with manslaughter of 100-year-old woman, who died after her neck was broken in bag theft",2018
Landmark conviction against DR Congo warlord Jean-Pierre Bemba is overturned by International Criminal Court,2018
"US celebrity chef and writer Anthony Bourdain found dead in French hotel room at age of 61, his employer CNN says",2018
"Met Police investigating use of ""stay put” policy by London Fire Brigade during Grenfell Tower fire",2018
Swedish court sentences Uzbek Rakhmat Akilov to life over murder of five people in 2017 Stockholm lorry attack,2018
Human rights campaigners lose UK Supreme Court appeal over legality of Northern Ireland's abortion law,2018
"Department store chain House of Fraser is to close 31 shops, including Oxford Street, affecting 6,000 jobs",2018
"Nightclub owner Peter Stringfellow has died at the age of 77, a spokesman has said",2018
"After a plea from Kim Kardashian, Donald Trump agrees to free great-grandmother jailed for two decades, US media say",2018
Evacuations are ordered after a fresh blast at Guatemala's Fuego volcano sends material down the south side,2018
"Fashion designer Kate Spade, 55, found dead in her New York apartment, and is reported to have taken her own life",2018
Disgraced film producer Harvey Weinstein pleads not guilty to rape and sexual assault charges,2018
"Sky News must be sold before UK government approves 21st Century Fox's £11.7bn takeover of Sky, says Culture Secretary Matt Hancock",2018
"""This decision has been taken based on national interest and detailed evidence""  Transport Secretary Chris Grayling tells MPs the Government backs plans for Heathrow Airport expansion",2018
Gay couple wedding cake: US Supreme Court rules in favour of Christian baker who refused Colorado couple's request,2018
Teenager found guilty of plotting terror attack on British Museum in London,2018
Jordan's Prime Minister Hani Mulki resigns after several days of protests against tax rises and austerity measures,2018
"A minute's silence falls across the UK as the victims of the #LondonBridge terror attack are remembered, one year on",2018
Armed police cordon off Berlin Cathedral after an officer reportedly shot a man at the building,2018
"Visa says cardholders should now be able to use their cards, with systems operating at ""close to normal"" levels, blaming earlier disruption on ""hardware failure""",2018
"Donald Trump's summit with Kim Jong-un on 12 June is back on, the US president says, a week after it was scrapped",2018
Visa says some card payments are currently failing across the UK and elsewhere in Europe,2018
"Five big cats which escaped from a zoo in western Germany have been recaptured, reportedly with the help of a drone",2018
"Two lions, two tigers and a jaguar escape from a German zoo, with public warned to stay indoors, police say",2018
"Spain's prime minister is forced out of his job, losing a no-confidence vote triggered by a corruption scandal",2018
Huawei row: Canadian court frees Chinese telecoms executive Meng Wanzhou on bail,2018
"Strasbourg shooting latest:  *Two people killed and several injured, officials say *Gunman pursued by officers and injured in exchange of gunfire  *France's counter-terrorism prosecutor opens investigation",2018
"One person confirmed killed in shooting in French city of Strasbourg, six wounded, gunman on the run, police say",2018
"Gunshots fired in centre of French city of Strasbourg, at least two people hurt, police say",2018
Man held by armed officers at UK Parliament in incident which police say is not terror-related,2018
France's President Macron promises minimum wage rise and tax concessions in response to weeks of violent protests,2018
"""We will not renegotiate the deal, including the backstop, but we are ready to discuss how to facilitate UK ratification"" - President of the European Council, Donald Tusk responds to delayed #BrexitVote",2018
"""Our country deserves better than this"" - Labour leader Jeremy Corbyn attacks Theresa May's #Brexit deal, after vote on it is delayed   #BrexitVote reaction &amp; analysis:",2018
"If you take a step back, it is clear that we face a ""fundamental question.""  ""Does this House want to deliver #Brexit?"" - Theresa May poses question to the Commons  #BrexitVote latest:",2018
"UK PM Theresa May says she will continue talks with EU leaders after #BrexitVote deferred, but insists her deal honours result of referendum",2018
"""On one issue, the Northern Ireland backstop, there remains widespread and deep concern""  The moment UK Prime Minister Theresa May announced the Brexit vote was being postponed  #BrexitVote latest:",2018
"UK PM says there is ""widespread and deep concern"" over Irish border backstop and confirms delay to key Brexit vote",2018
Convicted paedophile Russell Bishop found guilty of murdering two nine-year-old girls in Brighton 32 years ago,2018
"The UK can unilaterally revoke its withdrawal from the EU, the European Court of Justice has ruled",2018
A 26-year-old man has appeared in court in New Zealand charged with the murder of British backpacker Grace Millane,2018
Police in New Zealand investigating the murder of British backpacker Grace Millane have found a body,2018
Donald Trump says chief of staff John Kelly to leave job by the end of the year,2018
Six killed and 100 wounded in night-club stampede near Ancona on the east coast of Italy,2018
New Zealand Police believe missing 22-year-old British backpacker Grace Millane has been murdered,2018
"US prosecutors seek ""substantial"" jail term for Donald Trump's former personal lawyer Michael Cohen over tax crimes",2018
China launches rocket in first attempt to land robotic craft on the far side of the Moon,2018
"Huawei executive Meng Wanzhou faces fraud charges over sanction-breaking dealings with Iran, Canada court hears",2018
"Ted Baker chief executive to take leave of absence after further ""serious allegations"" amid hugging claims",2018
"English yachtswoman Susie Goodall rescued by cargo ship, two days after her boat capsized 2,000 miles west of Cape Horn",2018
"Germany's ruling CDU chooses Annegret Kramp-Karrenbauer as new party leader, but Merkel to stay Chancellor for now",2018
"Virgin Atlantic pilots to strike from 22 December to Christmas Day in dispute over union recognition, union says",2018
"President Trump nominates William Barr to be new attorney-general, a post he held in 1990s, and oversee Russia probe",2018
UK mobile phone company O2 says its 3G and 4G data services have been restored after a day of disruption,2018
"Pete Shelley, lead singer of punk band Buzzcocks, dies aged 63 of suspected heart attack",2018
Brexit TV debate between Theresa May and Jeremy Corbyn on Sunday cancelled after ITV scraps plans,2018
"Leicester City helicopter crash pilot lost control after his pedals disconnected from tail rotor blades, report says",2018
Two ex-Tesco directors acquitted of charges of fraud and false accounting after judge dismisses case,2018
Police investigating extreme right-wing activity in UK arrest three men on terror charges,2018
"Government publishes Brexit legal advice in full, the day after MPs found it in contempt of UK parliament",2018
MPs approve amendment which aims to give Commons greater say should #Brexit deal be defeated in vote on 11 December  Follow latest developments:,2018
The moment MPs vote to hold Theresa May's government in contempt of Parliament by 311 votes to 293  #Brexit latest:,2018
"Government to publish Brexit legal advice in full, after MPs find it in contempt of UK Parliament",2018
"French government to suspend fuel tax rise which has led to weeks of violent protests , local media report",2018
"UK government may have been in contempt of Parliament by not publishing Brexit legal advice, Commons Speaker rules",2018
"HS2 rail chairman Sir Terry Morgan tells BBC he expects to be sacked within days, months after getting job",2018
"Labour's Kate Osamor quits as UK shadow minister to ""support family"" after events surrounding son's drugs conviction",2018
"Dozens arrested as police and protesters clash in Paris during third weekend of ""yellow vest"" demonstrations sparked by rising fuel prices",2018
Police searching for couple missing after car washed up on beach in Scotland find two bodies,2018
"Flags at half-mast over White House in tribute to 41st US President George H.W. Bush, who has died aged 94, as Donald Trump says ""his example lives on""   Latest reaction:",2018
"Former US President George HW Bush has died at the age of 94, his son George W Bush has announced",2018
Marriott says details of up to 500 million guests may have been accessed in breach of its reservation database,2018
"Ukraine bars Russian men from entering the country, days after it cited fears of a Russian land invasion",2018
"""There would have been nothing wrong if I did do it, it was my business"" - US President Donald Trump denies involvement in Moscow project, claiming lawyer Michael Cohen is ""lying to reduce his sentence""",2018
Trump ex-lawyer Michael Cohen to plead guilty to lying to Congress in relation to Russia inquiry: US media,2018
"UK's economy could shrink by 8% in immediate aftermath of no-deal Brexit, Bank of England warns",2018
"Brexit deal could cut GDP by 3.9% over 15 years but a no-deal could mean a 9.3% cut, says Treasury analysis",2018
Chinese scientist defends controversial claim to have created 'world's first gene-edited babies',2018
"British academic Matthew Hedges praises ""brave and strong"" wife Daniela as he arrives back in UK after being pardoned by UAE",2018
"Matthew Hedges, British academic jailed for spying in UAE, arrives home in UK after being pardoned",2018
"Touchdown! @NASAInSight probe lands on Mars, mission control in Pasadena, California confirms",2018
"Ukraine approves martial law after clashes at sea with Russia, giving the government firm powers over citizens",2018
British academic Matthew Hedges is released from prison in the UAE after a presidential pardon,2018
"British academic Matthew Hedges, jailed for spying in the UAE, is pardoned with immediate effect",2018
Mexico says it will immediately deport nearly 500 migrants accused of trying to breach the US border near Tijuana,2018
Ukraine's navy accuses Russia of firing on and seizing some of its ships off the coast of annexed Crimea,2018
"UK’s withdrawal agreement from European Union approved by EU leaders, chief Donald Tusk says",2018
"Director Nicolas Roeg, whose films include Don't Look Now and Performance, has died aged 90, his family says",2018
Latest pictures: Clashes on the Champs Elysees as Paris police use tear gas and water cannon on fuel price protesters,2018
French police fire water cannon and tear gas at fuel price protesters in central Paris,2018
UK police officer poisoned in Salisbury Novichok attack tells BBC how his life has been turned upside down – in his first interview since it happened,2018
"Police searching for missing Emma Sillett, 41, and five-year-old son in Derbyshire recover two bodies",2018
"""This is the right deal for the UK"" - PM Theresa May's update on #Brexit talks, as draft agreement on future relationship 'agreed' with EU",2018
"Prime Minister Theresa May says draft agreement on UK-EU relationship is ""right deal"" and is ""within our grasp""",2018
"Nissan sacks its chairman Carlos Ghosn, arrested in Japan last week for financial misconduct",2018
"MI5 admits for first time it made mistake in failing to track 2017 Manchester bomber, MPs say",2018
"Political declaration on relationship between UK and EU after Brexit ""agreed in principle"", European Council says",2018
"British academic Matthew Hedges jailed for life, after United Arab Emirates accuses him of spying",2018
"Interpol elects South Korean as president, rejecting Russian frontrunner accused of abusing ""red notice"" system",2018
"Unidentified gunmen have abducted an Italian woman working for an aid organisation in south-east Kenya, police say",2018
At least 40 people killed and dozens injured in an explosion near a wedding hall in Kabul - Afghan health ministry,2018
"'Black cab rapist' John Worboys must stay in prison, Parole Board says, after reconsidering his case",2018
Nissan confirms boss Carlos Ghosn arrested in Japan over allegations of financial misconduct,2018
"Broadcaster, Richard Baker, who introduced the first TV news bulletin on the BBC in 1954, dies aged 93",2018
Steve Barclay appointed new Brexit Secretary after Dominic Raab's resignation over draft deal,2018
Amber Rudd returns to UK cabinet as new Work and Pensions Secretary,2018
"Judge orders White House to restore CNN journalist Jim Acosta's access, revoked after clash with Donald Trump",2018
"Cabinet minister Michael Gove is not resigning from UK government over Brexit deal, source tells BBC",2018
"For the first time, two Khmer Rouge leaders have been found guilty of genocide in Cambodia in the 1970s",2018
"Number of missing in California's Camp Fire leaps to 600, with the statewide death toll rising to 66.",2018
"UK PM Theresa May says she believes with ""every fibre of my being"" that her approach on #Brexit is the right course for the country  Follow live updates:",2018
"Draft #Brexit deal is ""damaging for the economy but devastating for public trust in our democracy"" - says ex-Brexit Secretary Dominic Raab in his first post resignation interview",2018
"""The deal you put before the Cabinet yesterday does not honour the result of the referendum""  UK Work and Pensions Secretary Esther McVey's resignation letter to PM  Latest #Brexit updates:",2018
Work and Pensions Secretary Esther McVey resigns an hour after Brexit secretary quits post over EU withdrawal deal,2018
"""I cannot reconcile the terms of the proposed deal with the promises we made to the country""  #Brexit Secretary Dominic Raab's resignation letter to the PM  Live updates:",2018
"Brexit Secretary Dominic Raab has resigned saying he ""cannot in good conscience support"" draft Brexit agreement",2018
"EU leaders will meet on 25 November to finalise terms for Britain's departure from EU, it is confirmed",2018
White House aide Mira Ricardel moved to new role following criticism from US First Lady Melania Trump,2018
